"en","Comment"
"Edea
“...{Wait032}Yes...{Wait064}I suspected you would be aware of her
 by now. Your power has grown quickly.”{NewPage}Edea
“Ultimecia is indeed the First Sorceress, and
 she's the one with whom we all must contend.”{NewPage}Edea
“Stories of this sorceress say that she was
 a cruel and dangerous woman.”{NewPage}Edea
“Her power knew no moderation, and she used
 it to subjugate and terrorize all others.”{NewPage}Edea
“She was, indeed, a potent punishment upon
 mankind, revealing the error of their avarice.”{NewPage}Edea
“But, just as every sorceress after her, when
 she passed away, an echo of her remained.”{NewPage}Edea
“Her will persisted within our world, and exerts
 strong influence over all other sorceresses.”{NewPage}Edea
“And each one, to their own degree, has been
 doomed to fall under her sway.”{NewPage}Edea
“I myself can attest to this.{Wait064}
 And now...{Wait064}so can you.”",""
"Edea
“But don't despair, because here's where the
 old stories may provide us with a little hope.”{NewPage}Edea
“For according to the myth, if a sorceress can
 find some way to reject her gift of sorcery...”{NewPage}Edea
“...then the power of Ultimecia will be dissolved,
 and the line of Succession will be broken.”{NewPage}Edea
“Hyne's Curse upon humanity will be rescinded,
 and we will finally be restored.”",""
"Edea
“Now, how you must go about doing this, I
 can only begin to imagine.”{NewPage}Edea
“I've already discussed this at length with
 Dr. Odine, and he may be working on a plan.”{NewPage}Edea
“But I'm afraid that is something you'll have
 to negotiate with him.”",""
"{Rinoa}
“Alright!{Wait032}
 Then let's go find Dr. Odine.”",""
"{Rinoa}
“Thank you, Edea,
 for everything.”{NewPage}{Rinoa}
“Maybe we DO have a
 chance, after all!”",""
"Edea
“Ultimecia is the embodiment
 of all sorcery.”{NewPage}Edea
“She's the one who must
 somehow be vanquished.”",""
"Edea
“From now on...I will try to
 live my life as an everyday woman.”{NewPage}Edea
“There are many amends I must make.”",""
"Headmaster Cid
“Long ago, when we were young,
 Edea and I were lovers.”{NewPage}Headmaster Cid
“But when I discovered she was a sorceress,
 I resigned myself to the inevitable.”{NewPage}Headmaster Cid
“One day she would lose herself, and I would
 be forced to stop her. She would have to die.”{NewPage}Headmaster Cid
“But never once did I consider it could turn
 out like this! {Wait096} It's a miracle.”{NewPage}Headmaster Cid
“After so long, {Squall}...{Wait064} I've won...{Wait096}
 WE have won.”",""
"Headmaster Cid
“Did you visit {Rinoa} in the
 infirmary?”{NewPage}Headmaster Cid
“If her condition worsens,
 it may effect us all...”",""
"Headmaster Cid
“The White Ship?  The original founders
 were all ex-{Galbadia}n military.”{NewPage}Headmaster Cid
“At first, their only purpose was to
 protect Ellone from Esthar.”{NewPage}Headmaster Cid
“But before long, they found other children
 being trafficked to Sorceress Adel.”{NewPage}Headmaster Cid
“In time, the ship became somewhat of
 an orphanage in its own right.”",""
"Cid
“You know, I just remembered.”{NewPage}“When I was still young, there was a story
 about a young man who walked a very long
 distance along the tracks
 from FH to Esthar.”",""
"Cid
“{Squall}, best of luck with the
 supervision of Garden as well.”",""
"Cid
“You look as though you've
 made up your mind.
 Whatever it is, value your decision.”",""
"Cid
“{Rinoa} has received Edea's powers.”{NewPage}“Edea was unaware when it happened,
 but she feels very bad about it...”{NewPage}“I mean... But of course, it is
 {Rinoa} who will bear the burden, but still...”",""
"Cid
“{Squall}, I heard...
 Please be careful.”",""
"Headmaster Cid
“Edea was finally able to meet with Dr. Odine.
 I expect it will prove to be invaluable.”{NewPage}Headmaster Cid
“I'd been impressed with his mind ever since
 I first read his notes on junctioning.”{NewPage}Headmaster Cid
“It was his work that allowed Balamb Garden
 to adopt GF junctioning in the first place.”{NewPage}Headmaster Cid
“If anyone can devise a way to undue the
 power of sorcery, it'll be him.”",""
"Cid
“When the sorceress turns to evil ways,
 SeeDs are needed to defeat her.”{NewPage}“During an era with a kind sorceress,
 SeeDs are needed to train future SeeDs.”{NewPage}“A sorceress will exist in each era.
 SeeDs are also needed in every era.”{NewPage}“I'm sure SeeDs exist in
 Ultimecia's era as well.”",""
"“You leave me no choice... Are you sure?”
Yes
No",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Balamb's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Galbadia's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Trabia's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Centra's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Dollet's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 FH's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Lunar's rules and ours.”",""
"“I sense you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Esthar's rules and ours.”",""
"You need 5 or more
cards to play.",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“Forgive me... Not now...”",""
"“Oh... I see... Really?”
Yes, please
No, thank you",""
"You need 5 or more
cards to play.",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Balamb's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Galbadia's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Trabia's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Centra's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Dollet's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 FH's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Lunar's rules and ours.”",""
"“I see you know rules
 unfamiliar to this region.”{NewPage}“Let us play a game with
 Esthar's rules and ours.”",""
"#ehblan1","500"
"“Test”",""
"“Matron!
 Where's my Sis?”",""
"“Why'd they take
 her away!?”",""
"{Selphie}
“I know I wasn't here as long as {Squall},
 but I remember the Matron...”",""
"{Selphie}
“She was nice, and she worked
 hard to take care of us.”",""
"{Selphie}
“She definitely was NOT
 a bad person.”",""
"{Quistis}
“{Selphie}!{Wait048}  If you think being a sorceress
 is only about being a bad person...”{NewPage}{Quistis}
“...then I'm afraid you should have paid
 more attention in history class.”{NewPage}{Quistis}
“{Squall}, please be honest...{Wait064}
 Are you absolutely sure of this?”",""
"{Squall}
“Pretty damn sure.”",""
"{Zell}
“But...{Wait032}how?{Wait064}
 I mean, I believe you and all...”{NewPage}{Zell}
“...but with this kinda thing, you really
 don't wanna jump to conclusions...”",""
"{Squall}
“Well...{Wait032}like I said, that night, the Matron used
 magic to try to subdue Headmaster Cid.”{NewPage}{Squall} 
“The Headmaster yelled to me, saying that
 she was a sorceress, and I should run.”{NewPage}{Squall} 
“And instead of running away, I ran to defend
 him.  {Wait128}But {Seifer} stood in my way.”{Wait032}{NewPage}{Squall}
“I yelled at him, arguing that she was
 now a sorceress.”{NewPage}{Squall}
“But he said that it didn't matter, that she
 was still his Matron.”{NewPage}{Squall}
“So, in order to stop her...{Wait048}I knocked {Seifer}
 flat on his back...{Wait064}but he got right back up.”{Wait032}",""
"///Zell
“I didn't mean that!”",""
"{Squall} 
“We began fighting, far more brutally than
 we ever had before.”{NewPage}{Squall}
“While we fought, the Headmaster's men,
 who had come with him, rushed to help.”{NewPage}{Squall} 
“The conflict was intense, and the Matron's
 magic set the whole orphanage ablaze.”{NewPage}{Squall} 
“Eventually, she was forced to run. They
 pursued her, but I never saw her again.”",""
"{Selphie}
“But, then what happened to the Matron!?”{NewPage}{Selphie}
“Are you saying you don't even know?”",""
"{Squall}
“Sorry, I never heard anything more about it.
 And to be honest, I didn't really care.”{NewPage}{Squall}
“Headmaster Cid brought me, {Seifer}, and all
 the remaining orphans to Balamb Garden.”{NewPage}{Squall}
“And like I said, life was much better there.
 Not just for me, but for {Seifer}, too.”{NewPage}{Squall}
“But he never forgot our conflict that night.
 I could tell it still got to him, sometimes...”",""
"{Zell}
“Yeah...{Wait032}now I get why he'd
 give you a hard time.”",""
"{Zell}
“But that sucks about the ol' Matron.
 She was too nice a lady to go down like that.”",""
"{Zell}
“To be honest, it might be for
 the best, though.”{NewPage}{Zell}
“That's just one less sorceress
 that we gotta deal with, right?”",""
"{Quistis}
“I guess you're right...”",""
"{Irvine}
“Umm, {Quistis}?{Wait048}
 I wouldn't be so sure...”{NewPage}{Irvine}
“Do any of you remember what
 the Matron looked like?”",""
"{Selphie}
“Let's see, really pretty...”",""
"{Zell}
“Umm...let me think...”",""
"{Quistis}
“Very kind... Long black hair...
 Quite charming, actually...”",""
"{Selphie}
“Wait...{Wait032}  I think I just pictured her face...”",""
"///Selphie
“...All of a sudden I got scared.”",""
"{Zell}
“There's kind of a resemblance to...”",""
"{Irvine}
“So, who does she look like to you?”",""
"{Irvine}
“I...{Wait048}think I know what happened
 to our old Matron...”",""
"{Irvine}
“Our Matron...{Wait064}is Sorceress Edea!”",""
"(The Matron? Of course...
 Petite...black hair...)",""
"///{Squall}
“...Now I get why {Seifer} followed her.”",""
"{Selphie}
“Matron...THE Sorceress...?”",""
"{Quistis}
“Is that true...?”{NewPage}{Quistis}
“How do you know?”",""
"{Irvine}
“I recognized her immediately,
 back in Deling.”{NewPage}{Irvine}
“When I first laid eyes on her
 through my scope...”",""
"{Irvine}
“I wanted to tell you all, but it seemed
 like nobody was even interested.”{NewPage}{Irvine}
“Afterward, I wondered if I might have been
 mistaken, but I'm sure of what I saw!”",""
